Id,District
401230888012004,1
401230888012005,1
401230888012022,1
401230888012023,1
401230888012024,1
401230888012025,1
401230888012026,1
401230888012027,1
401230888012032,1
401230888012033,1
401230888012034,1
401230888012035,1
401230888012036,1
401230888012037,1
401230888012038,1
401230888012039,1
401230888012040,1
401230888012041,1
401230890003000,1
401230890003001,1
401230890003002,1
401230890003003,1
401230890003004,1
401230890003005,1
401230890003006,1
401230890003007,1
401230890003008,1
401230890003009,1
401230890003011,1
401230890003012,1
401230890003014,1
401230890003015,1
401230890003016,1
401230890003017,1
401230890003018,1
401230890003020,1
401230890003021,1
401230890003022,1
401230890003023,1
401230890003024,1
401230890003025,1
401230890003026,1
401230890003027,1
401230890003028,1
401230890003029,1
401230890003030,1
401230890003031,1
401230890003032,1
401230890003033,1
401230890003034,1
401230890003035,1
401230890003036,1
401230890003037,1
401230890003038,1
401230890003039,1
401230890003040,1
401230890003041,1
401230890003042,1
401230890003043,1
401230890003044,1
401230890003045,1
401230890003046,1
401230890003047,1
401230890003048,1
401230890003049,1
401230890003050,1
401230890003051,1
401230890003052,1
401230890003053,1
401230890003054,1
401230890003055,1
401230890003056,1
401230890003057,1
401230890003058,1
401230890003059,1
401230893001029,1
401230893001030,1
401230893001036,1
401230893001037,1
401230893001038,1
401230893001039,1
401230893001041,1
401230893001042,1
401230893001043,1
401230893002000,1
401230893002001,1
401230893002002,1
401230893002003,1
401230893002004,1
401230893002005,1
401230893002006,1
401230893002007,1
401230893002008,1
401230893002009,1
401230893002010,1
401230893002011,1
401230893002012,1
401230893002013,1
401230893002014,1
401230893002015,1
401230893002016,1
401230893002017,1
401230893002018,1
401230893002019,1
401230893003000,1
401230893003001,1
401230893003002,1
401230893003003,1
401230893003004,1
401230893003005,1
401230893003006,1
401230893003007,1
401230893003008,1
401230893003009,1
401230893003010,1
401230893003011,1
401230893003012,1
401230893003013,1
401230893003014,1
401230893003015,1
401230893003016,1
401230893003017,1
401230893003018,1
401230893003019,1
401230893003020,1
401230893003021,1
401230893003022,1
401230893003023,1
401230893003024,1
401230893003025,1
401230893003026,1
401230893004014,1
401230893004015,1
401230896001000,1
401230896001001,1
401230896001002,1
401230896001003,1
401230896001004,1
401230896001017,1
401230896001021,1
401230896001022,1
401230896001023,1
401230896001054,1
401230896001005,1
401230896001006,1
401230896001007,1
401230896001008,1
401230896001009,1
401230896001010,1
401230896001011,1
401230896001012,1
401230896001013,1
401230896001014,1
401230896001015,1
401230896001016,1
401230896001018,1
401230896001019,1
401230896001020,1
401230896001024,1
401230896001025,1
401230896001026,1
401230896001027,1
401230896001028,1
401230896001029,1
401230896001030,1
401230896001031,1
401230896001032,1
401230896001033,1
401230896001034,1
401230896001035,1
401230896001036,1
401230896001037,1
401230896001038,1
401230896001039,1
401230896001040,1
401230896001041,1
401230896001042,1
401230896001043,1
401230896001044,1
401230896001045,1
401230896001046,1
401230896001047,1
401230896001048,1
401230896001049,1
401230896001050,1
401230896001051,1
401230896001052,1
401230896001053,1
401230896001055,1
401230896001056,1
401230896001057,1
401230896001058,1
401230896001059,1
401230896001060,1
401230896001078,1
401230896001079,1
401230896001081,1
401230896001083,1
401230896001084,1
401230896001100,1
401230896001101,1
401230896001102,1
401230896001110,1
401230896001115,1
401230896001135,1
401230896001136,1
401230896001137,1
401230896001138,1
401230896001139,1
401230896001140,1
401230896001141,1
401230896001142,1
401230896001145,1
401230896001146,1
401230896001149,1
401230896001150,1
401230896001151,1
401230896001152,1
401230896001153,1
401230896001187,1
401230896001192,1
401230896002001,1
401230887002044,1
401230887002045,1
401230887002046,1
401230887002078,1
401230887002079,1
401230887002080,1
401230887002083,1
401230896001061,1
401230896001062,1
401230896001063,1
401230896001064,1
401230896001065,1
401230896001066,1
401230896001067,1
401230896001068,1
401230896001069,1
401230896001070,1
401230896001071,1
401230896001072,1
401230896001073,1
401230896001074,1
401230896001075,1
401230896001076,1
401230896001077,1
401230896001080,1
401230896001082,1
401230896001085,1
401230896001086,1
401230896001087,1
401230896001088,1
401230896001089,1
401230896001090,1
401230896001091,1
401230896001092,1
401230896001093,1
401230896001094,1
401230896001095,1
401230896001096,1
401230896001097,1
401230896001098,1
401230896001099,1
401230896001103,1
401230896001104,1
401230896001105,1
401230896001106,1
401230896001107,1
401230896001108,1
401230896001109,1
401230896001111,1
401230896001112,1
401230896001113,1
401230896001114,1
401230896001117,1
401230896001118,1
401230896001119,1
401230896001120,1
401230896001121,1
401230896001122,1
401230896001123,1
401230896001124,1
401230896001125,1
401230896001126,1
401230896001129,1
401230896001130,1
401230890002015,1
401230890002016,1
401230890002017,1
401230890002019,1
401230890002020,1
401230890002021,1
401230890002055,1
401230890002056,1
401230895981063,1
401230895982000,1
401230895982001,1
401230895982002,1
401230895982003,1
401230895982004,1
401230895982005,1
401230895982006,1
401230895982007,1
401230895982008,1
401230895982009,1
401230895982010,1
401230895982011,1
401230895982012,1
401230895982013,1
401230895982022,1
401230895982023,1
401230895982024,1
401230895982025,1
401230895982026,1
401230895982027,1
401230895982028,1
401230895983012,1
401230895983028,1
401230895983029,1
401230895983030,1
401230895983031,1
401230895983032,1
401230895983039,1
401230895983040,1
401230895983041,1
401230895983042,1
401230895983043,1
401230895983049,1
401230895983050,1
401230895983051,1
401230888022042,1
401230888022043,1
401230888022044,1
401230888022045,1
401230888022046,1
401230888022047,1
401230888022048,1
401230888022049,1
401230888022050,1
401230888022051,1
401230888022052,1
401230888022053,1
401230888022054,1
401230888022055,1
401230888022056,1
401230888022057,1
401230888022058,1
401230888022060,1
401230888022061,1
401230889001000,1
401230889001001,1
401230889001003,1
401230889001004,1
401230889001005,1
401230889001006,1
401230889001007,1
401230889001008,1
401230889001009,1
401230889001010,1
401230889001024,1
401230890001007,1
401230890001031,1
401230890001032,1
401230890001040,1
401230890001041,1
401230890001042,1
401230890001043,1
401230890001044,1
401230890001045,1
401230890001046,1
401230890001047,1
401230890001048,1
401230890001049,1
401230890001051,1
401230890002022,1
401230890002023,1
401230891001000,1
401230891001001,1
401230891001002,1
401230891001003,1
401230891001004,1
401230891001005,1
401230891001006,1
401230891001007,1
401230891001008,1
401230891001009,1
401230891001010,1
401230891001011,1
401230891001012,1
401230891001013,1
401230891001014,1
401230891001015,1
401230891001016,1
401230891001017,1
401230891001018,1
401230891001019,1
401230891001020,1
401230891001021,1
401230891001022,1
401230891001023,1
401230891001024,1
401230891001025,1
401230891001026,1
401230891001027,1
401230891001028,1
401230891001029,1
401230891001030,1
401230891001031,1
401230891001032,1
401230891001033,1
401230891001034,1
401230891001035,1
401230891001036,1
401230891001037,1
401230891001038,1
401230891001039,1
401230891001040,1
401230891001041,1
401230891001042,1
401230891001043,1
401230891001044,1
401230891001046,1
401230891001047,1
401230891001048,1
401230891001049,1
401230891001050,1
401230891001051,1
401230891001052,1
401230891001053,1
401230891001054,1
401230891001055,1
401230891001056,1
401230891001057,1
401230891001058,1
401230891001059,1
401230891001060,1
401230891001061,1
401230891001062,1
401230891001063,1
401230891001064,1
401230891001065,1
401230891001066,1
401230891001067,1
401230891001068,1
401230891001069,1
401230891001070,1
401230891001071,1
401230891001073,1
401230891001074,1
401230891001075,1
401230891002000,1
401230891002001,1
401230891002002,1
401230891002003,1
401230891002004,1
401230891002005,1
401230891002006,1
401230891002007,1
401230891002008,1
401230891002009,1
401230891002010,1
401230891002011,1
401230891002012,1
401230891002013,1
401230891002014,1
401230891002015,1
401230891002016,1
401230891002017,1
401230891002018,1
401230891002019,1
401230891002020,1
401230891002021,1
401230891002022,1
401230891002023,1
401230891002024,1
401230891002025,1
401230891002026,1
401230891002027,1
401230891002028,1
401230891002029,1
401230891002030,1
401230891002031,1
401230891002032,1
401230891002033,1
401230891002034,1
401230891002035,1
401230891002036,1
401230891002037,1
401230891002038,1
401230891002039,1
401230891002040,1
401230891002041,1
401230891002042,1
401230891002043,1
401230891002044,1
401230891002045,1
401230891002046,1
401230891002047,1
401230891002048,1
401230891002049,1
401230891002050,1
401230891002051,1
401230891002052,1
401230891002053,1
401230891002054,1
401230892001000,1
401230892001001,1
401230892001002,1
401230892001003,1
401230892001004,1
401230892001005,1
401230892001006,1
401230892001007,1
401230892001008,1
401230892001009,1
401230892001010,1
401230892001011,1
401230892001012,1
401230892001013,1
401230892001014,1
401230892001015,1
401230892001016,1
401230892001017,1
401230892001018,1
401230892001019,1
401230892001020,1
401230892001021,1
401230892001022,1
401230892001023,1
401230892001024,1
401230892001025,1
401230892001026,1
401230892001027,1
401230892001028,1
401230892001029,1
401230892001030,1
401230892001031,1
401230892001032,1
401230892001033,1
401230892001034,1
401230892001035,1
401230892001036,1
401230892001037,1
401230892001038,1
401230892001039,1
401230892001040,1
401230892001041,1
401230892001042,1
401230892001043,1
401230892001044,1
401230892001045,1
401230892001046,1
401230892001047,1
401230892001048,1
401230892001049,1
401230892001050,1
401230892001051,1
401230892001052,1
401230892001053,1
401230892001054,1
401230892001055,1
401230892001056,1
401230892001057,1
401230892001058,1
401230892001059,1
401230892001060,1
401230892001061,1
401230892001062,1
401230892001063,1
401230892001064,1
401230892001065,1
401230892001066,1
401230892001067,1
401230892001068,1
401230892001069,1
401230892001070,1
401230892001071,1
401230892001072,1
401230892001073,1
401230892001074,1
401230892001075,1
401230892001076,1
401230892001077,1
401230892001078,1
401230892001079,1
401230892001080,1
401230892001081,1
401230892002000,1
401230892002001,1
401230892002002,1
401230892002003,1
401230892002004,1
401230892002005,1
401230892002006,1
401230892002007,1
401230892002008,1
401230892002009,1
401230892002010,1
401230892002011,1
401230892002012,1
401230892002013,1
401230892002014,1
401230892002015,1
401230892002016,1
401230892002017,1
401230892002018,1
401230892002019,1
401230892002020,1
401230892002021,1
401230892002022,1
401230892002023,1
401230892002024,1
401230892002025,1
401230892002026,1
401230892002027,1
401230892002028,1
401230892002029,1
401230892002030,1
401230892002031,1
401230892002032,1
401230892002033,1
401230892002034,1
401230892002035,1
401230892002036,1
401230892002037,1
401230892002038,1
401230892002039,1
401230892002040,1
401230892002041,1
401230892002042,1
401230892002043,1
401230892002044,1
401230892002045,1
401230892002046,1
401230892002047,1
401230892002048,1
401230892002049,1
401230892002050,1
401230892002051,1
401230892002052,1
401230892002053,1
401230893001000,1
401230893001001,1
401230893001002,1
401230893001003,1
401230893001004,1
401230893001014,1
401230893004000,1
401230893004001,1
401230893004002,1
401230893004003,1
401230893004004,1
401230893004005,1
401230893004006,1
401230893004007,1
401230893004008,1
401230893004009,1
401230893004010,1
401230893004011,1
401230893004012,1
401230893004013,1
401230893004016,1
401230893004017,1
401230893004018,1
401230893004019,1
401230893004020,1
401230893004021,1
401230893004022,1
401230893004023,1
401230893004024,1
401230893004025,1
401230888012010,1
401230888012011,1
401230888012012,1
401230888012013,1
401230888012014,1
401230888012015,1
401230888012016,1
401230888012017,1
401230888012028,1
401230888012030,1
401230889002020,1
401230889002021,1
401230889002022,1
401230889002023,1
401230889002024,1
401230889002025,1
401230889002026,1
401230889002027,1
401230889002028,1
401230889002029,1
401230889002030,1
401230889002031,1
401230889002032,1
401230889002033,1
401230889002034,1
401230889002035,1
401230889002036,1
401230889002037,1
401230893001005,1
401230893001006,1
401230893001007,1
401230893001008,1
401230893001009,1
401230893001010,1
401230893001011,1
401230893001012,1
401230893001013,1
401230893001015,1
401230893001016,1
401230893001017,1
401230893001018,1
401230893001019,1
401230893001020,1
401230893001021,1
401230893001022,1
401230893001023,1
401230893001024,1
401230893001025,1
401230893001026,1
